sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
951,Central,Uttar Pradesh,Agra,Foster-Hardin Lake,Lake,1658,5.6,3.5,10,Yes,None,Cultural,Yes,3.54,Evening
952,Western,Assam,Guwahati,Stanley and Sons Palace,Palace,1903,1.7,4.9,10,No,None,Historical,No,1.38,Morning
953,Northern,Assam,Kaziranga,James-Blake Palace,Palace,1649,1.8,4.9,10,Yes,None,Historical,No,2.47,Afternoon
954,North-East,Himachal Pradesh,Shimla,Lopez-Sanders Beach,Beach,1608,4.6,4.4,100,No,Friday,Cultural,No,4.7,Morning
955,Central,Assam,Kaziranga,Perez Ltd Hill Station,Hill Station,1833,3.4,4.8,200,No,Friday,Scientific,Yes,3.65,Morning
956,North-East,Himachal Pradesh,Dharamshala,Williams and Sons Fort,Fort,1535,4.5,4.1,0,Yes,Sunday,Historical,No,1.53,Evening
957,North-East,Uttar Pradesh,Varanasi,Wells LLC Museum,Museum,1774,2.3,3.8,200,No,Saturday,Scientific,Yes,2.41,Afternoon
958,Central,Maharashtra,Mumbai,"Thompson, Hendricks and Sandoval Fort",Fort,1791,4.2,4.1,0,No,Saturday,Religious,Yes,1.13,Afternoon
959,Southern,West Bengal,Kolkata,"Alexander, Blake and Long Fort",Fort,1953,4.6,4.2,10,No,Friday,Historical,Yes,2.99,Morning
960,Western,Tamil Nadu,Ooty,"Jordan, Suarez and King Fort",Fort,1997,3.9,4.6,100,Yes,Tuesday,Religious,No,2.77,Evening
961,Southern,Tamil Nadu,Madurai,Williams Ltd Lake,Lake,1542,2.4,4.6,20,No,Thursday,Religious,No,0.24,Afternoon
962,Western,Tamil Nadu,Ooty,"Williams, Reid and Roberts Temple",Temple,1592,3.9,3.8,20,No,Friday,Cultural,No,0.43,Evening
963,Central,Goa,Vasco,"Butler, Russell and Waters Temple",Temple,1710,5.3,5.0,20,Yes,Wednesday,Cultural,Yes,2.67,Afternoon
964,Northern,Karnataka,Hampi,Bishop and Sons Wildlife Sanctuary,Wildlife Sanctuary,1672,1.8,4.7,0,No,Saturday,Natural,No,4.91,Afternoon
965,Northern,West Bengal,Darjeeling,White and Sons Wildlife Sanctuary,Wildlife Sanctuary,1722,4.2,4.6,200,No,Sunday,Scientific,No,0.62,Morning
966,North-East,Kerala,Munnar,"Walsh, Andrews and Whitaker Hill Station",Hill Station,1406,2.0,5.0,20,Yes,Tuesday,Cultural,No,3.56,Evening
967,Eastern,Kerala,Munnar,Becker-Hayden Temple,Temple,1815,4.6,4.0,200,No,Friday,Religious,Yes,0.36,Afternoon
968,North-East,West Bengal,Darjeeling,Blankenship Group Fort,Fort,1498,4.9,4.5,200,No,Sunday,Architectural,Yes,0.46,Afternoon
969,North-East,Himachal Pradesh,Dharamshala,Perez LLC Hill Station,Hill Station,1948,2.3,3.7,20,Yes,Thursday,Religious,Yes,1.17,Morning
970,North-East,Kerala,Munnar,Lee-Torres Hill Station,Hill Station,1207,1.9,4.4,100,No,Saturday,Natural,Yes,4.68,Morning
971,North-East,Karnataka,Mysore,Duran Group Wildlife Sanctuary,Wildlife Sanctuary,1534,3.9,4.4,0,No,Friday,Scientific,Yes,0.71,Evening
972,North-East,Rajasthan,Udaipur,Bennett-Hall Wildlife Sanctuary,Wildlife Sanctuary,1269,2.5,4.5,20,Yes,None,Natural,No,4.17,Morning
973,North-East,Goa,Vasco,"Arnold, White and Keller Beach",Beach,1654,2.9,4.5,20,Yes,Sunday,Natural,No,2.99,Evening
974,Eastern,Goa,Panaji,Bryant Ltd Museum,Museum,1597,5.2,4.9,100,No,Thursday,Cultural,Yes,2.03,Afternoon
975,Central,Maharashtra,Nagpur,Martinez Ltd Hill Station,Hill Station,1371,5.0,4.4,50,Yes,Wednesday,Scientific,No,3.09,Afternoon
976,Central,Uttar Pradesh,Varanasi,Craig-Munoz Hill Station,Hill Station,1799,3.3,4.9,100,Yes,None,Scientific,Yes,1.92,Morning
977,Northern,Uttar Pradesh,Varanasi,"Robinson, Wallace and Gardner Museum",Museum,1760,4.7,4.0,100,Yes,Monday,Religious,Yes,3.75,Evening
978,Northern,Karnataka,Bengaluru,"Sanford, Black and Allen Lake",Lake,1397,2.5,3.7,50,Yes,Friday,Scientific,Yes,4.58,Afternoon
979,Western,Karnataka,Bengaluru,Trujillo Inc Wildlife Sanctuary,Wildlife Sanctuary,1980,5.3,4.0,50,No,Wednesday,Religious,No,2.65,Afternoon
980,Northern,Maharashtra,Nagpur,Dixon Inc Fort,Fort,1584,2.7,4.6,10,No,None,Scientific,Yes,2.0,Evening
981,Central,West Bengal,Kolkata,"Black, Vargas and Fuentes Wildlife Sanctuary",Wildlife Sanctuary,1520,3.4,4.1,200,No,Friday,Historical,Yes,0.98,Evening
982,Western,Uttar Pradesh,Agra,Kennedy Group Hill Station,Hill Station,1814,5.4,4.7,200,Yes,None,Historical,Yes,4.2,Afternoon
983,Northern,Goa,Margao,Campbell-Chavez Hill Station,Hill Station,1589,5.9,5.0,50,Yes,Saturday,Natural,Yes,3.63,Morning
984,Southern,Uttar Pradesh,Agra,Vaughn PLC Palace,Palace,1571,1.1,3.8,10,No,Sunday,Scientific,No,3.86,Afternoon
985,Northern,Assam,Tezpur,Holt-Martin Fort,Fort,1570,1.1,4.5,0,Yes,Thursday,Scientific,No,1.98,Evening
986,North-East,Assam,Kaziranga,Watson-Mckinney Temple,Temple,1834,4.2,4.0,50,Yes,None,Cultural,Yes,0.87,Evening
987,Central,Goa,Vasco,"Bailey, Henry and Hughes Museum",Museum,1888,4.3,4.2,50,No,Wednesday,Cultural,Yes,3.3,Afternoon
988,North-East,Himachal Pradesh,Dharamshala,"Watson, Hays and Rose Fort",Fort,1469,4.4,4.8,10,No,None,Historical,No,2.57,Evening
989,Western,Rajasthan,Jodhpur,Tucker-Thomas Lake,Lake,1435,1.4,4.8,100,No,Monday,Architectural,Yes,4.72,Morning
990,North-East,Karnataka,Hampi,"Curry, Sanford and Sexton Fort",Fort,1627,5.0,4.4,100,No,Thursday,Historical,Yes,2.23,Evening
991,Southern,Uttar Pradesh,Lucknow,Bradley-Knox Palace,Palace,1453,2.3,4.9,20,No,Sunday,Architectural,No,1.58,Afternoon
992,Central,Kerala,Thiruvananthapuram,Spencer PLC Palace,Palace,1957,1.1,4.8,0,Yes,Wednesday,Architectural,No,0.15,Evening
993,Southern,West Bengal,Darjeeling,Edwards-Prince Hill Station,Hill Station,1573,3.7,4.7,10,No,Friday,Cultural,No,1.48,Afternoon
994,North-East,Karnataka,Mysore,"Evans, Steele and Wall Fort",Fort,1250,1.2,4.2,50,No,Tuesday,Scientific,No,2.6,Evening
995,Southern,Maharashtra,Nagpur,"Daniels, Wall and Carey Wildlife Sanctuary",Wildlife Sanctuary,1911,2.1,5.0,20,Yes,Thursday,Scientific,Yes,3.73,Evening
996,Northern,Goa,Vasco,Jacobs Inc Fort,Fort,1857,3.8,3.6,0,No,Saturday,Natural,No,4.59,Morning
997,Southern,West Bengal,Sundarbans,"Powell, Miller and Smith Fort",Fort,1939,4.2,4.4,20,Yes,Thursday,Religious,No,2.4,Morning
998,Central,Karnataka,Bengaluru,"Thomas, Copeland and Small Lake",Lake,1285,4.1,4.8,100,Yes,Monday,Architectural,No,1.25,Evening
999,Central,Maharashtra,Mumbai,"Ramos, Murphy and Romero Wildlife Sanctuary",Wildlife Sanctuary,1291,3.4,3.7,20,No,Monday,Natural,No,3.53,Afternoon
1000,Western,Assam,Guwahati,Morris-Smith Beach,Beach,1612,3.8,4.8,100,No,Sunday,Religious,Yes,4.2,Evening
1001,Eastern,Karnataka,Mysore,Sexton Group Museum,Museum,1274,3.3,3.7,10,Yes,Friday,Cultural,No,3.39,Evening
1002,Eastern,Assam,Kaziranga,"Sanchez, Graham and Williams Beach",Beach,1929,3.2,4.8,50,Yes,Monday,Architectural,No,2.1,Evening
1003,Western,Maharashtra,Pune,Mcclure Inc Hill Station,Hill Station,1452,4.2,4.8,50,Yes,None,Scientific,No,4.25,Afternoon
1004,Northern,Maharashtra,Pune,"Kim, Dickerson and Marks Hill Station",Hill Station,1646,1.1,4.9,20,Yes,Saturday,Scientific,No,0.78,Morning
1005,Western,Kerala,Thiruvananthapuram,Beard Ltd Beach,Beach,1761,5.9,4.9,10,Yes,Saturday,Natural,No,2.8,Afternoon
1006,North-East,Uttar Pradesh,Lucknow,Allison LLC Palace,Palace,1563,5.9,4.6,10,Yes,Saturday,Cultural,Yes,0.23,Morning
1007,North-East,Goa,Vasco,Blanchard Ltd Museum,Museum,1557,5.4,3.9,200,No,Tuesday,Cultural,No,3.75,Morning
1008,Central,Kerala,Kochi,Martinez-Bird Hill Station,Hill Station,1251,3.0,4.0,50,Yes,Monday,Religious,Yes,2.69,Evening
1009,Southern,Rajasthan,Jodhpur,Daniels-Solomon Museum,Museum,1505,1.3,4.7,20,Yes,Wednesday,Natural,Yes,0.11,Morning
1010,North-East,Maharashtra,Mumbai,Hernandez LLC Fort,Fort,1468,5.1,4.5,0,No,Sunday,Natural,No,0.88,Afternoon
1011,North-East,Kerala,Thiruvananthapuram,"Ball, Miller and Andrews Fort",Fort,1414,3.5,5.0,20,No,None,Historical,No,3.93,Afternoon
1012,Northern,Himachal Pradesh,Shimla,"Best, Gonzalez and Serrano Museum",Museum,1889,3.5,4.9,0,Yes,Monday,Historical,Yes,0.85,Afternoon
1013,Southern,Goa,Vasco,Mcguire-Patterson Palace,Palace,1562,1.9,4.3,20,Yes,Sunday,Natural,Yes,1.56,Evening
1014,North-East,Himachal Pradesh,Dharamshala,Gates-Becker Temple,Temple,1833,2.9,4.2,0,Yes,Friday,Natural,No,1.53,Afternoon
1015,Eastern,Tamil Nadu,Madurai,Cobb-Thomas Palace,Palace,1571,4.8,3.5,0,No,Sunday,Architectural,Yes,1.58,Morning
1016,Northern,Rajasthan,Udaipur,"Rivera, Gray and Hernandez Lake",Lake,1723,1.0,4.7,10,No,Saturday,Religious,No,0.22,Evening
1017,Northern,Kerala,Munnar,Wolfe-Robertson Museum,Museum,1420,2.6,3.7,100,Yes,Thursday,Scientific,Yes,3.64,Evening
1018,Eastern,Rajasthan,Udaipur,Mendez PLC Museum,Museum,1498,3.9,4.7,50,No,Monday,Historical,No,0.28,Evening
1019,Western,Karnataka,Bengaluru,Baker-Lee Wildlife Sanctuary,Wildlife Sanctuary,1889,3.9,3.6,50,No,Wednesday,Natural,No,2.85,Evening
1020,North-East,Tamil Nadu,Ooty,"Wood, Brown and Barnes Palace",Palace,1371,3.0,4.0,10,Yes,Friday,Scientific,Yes,0.95,Evening
1021,Western,Goa,Panaji,Richmond LLC Beach,Beach,1898,2.5,4.1,50,Yes,Saturday,Scientific,No,0.39,Evening
1022,Eastern,Karnataka,Bengaluru,"Patrick, Lucero and Guerrero Hill Station",Hill Station,1315,1.2,3.6,10,Yes,Monday,Historical,Yes,2.6,Afternoon
1023,Eastern,Rajasthan,Jaipur,"Holmes, Jones and Romero Fort",Fort,1287,1.5,4.1,10,No,Monday,Scientific,No,2.39,Evening
1024,Eastern,Uttar Pradesh,Lucknow,"Lee, Martinez and Curry Beach",Beach,1970,1.2,4.4,20,No,Friday,Cultural,No,1.51,Afternoon
1025,Western,Uttar Pradesh,Varanasi,Smith-Alexander Lake,Lake,1738,2.3,4.1,50,No,Thursday,Architectural,No,3.81,Morning
1026,North-East,Uttar Pradesh,Lucknow,Moran-Hart Lake,Lake,1357,4.2,4.0,0,Yes,Sunday,Religious,Yes,1.82,Morning
1027,North-East,Assam,Guwahati,"Brennan, Thomas and Mayo Museum",Museum,1312,2.1,4.8,0,No,Wednesday,Scientific,No,3.83,Morning
1028,Northern,Goa,Panaji,Bates-Snyder Lake,Lake,1932,5.8,3.9,100,No,Saturday,Historical,No,0.54,Evening
1029,Southern,Tamil Nadu,Madurai,Brown PLC Lake,Lake,1492,4.9,4.1,10,Yes,Wednesday,Religious,Yes,0.79,Morning
1030,Southern,Rajasthan,Jodhpur,Huffman Inc Temple,Temple,1663,3.5,3.6,100,No,Thursday,Religious,No,4.71,Morning
1031,Eastern,Karnataka,Mysore,Gardner-Bradshaw Temple,Temple,1433,3.1,4.9,100,No,Monday,Religious,Yes,0.18,Evening
1032,North-East,Uttar Pradesh,Varanasi,Hebert Group Palace,Palace,1715,3.6,3.6,20,Yes,Thursday,Natural,Yes,2.0,Evening
1033,Southern,Kerala,Thiruvananthapuram,"Martin, Mccarthy and Ramsey Wildlife Sanctuary",Wildlife Sanctuary,1909,5.1,4.2,0,No,Saturday,Scientific,Yes,3.57,Afternoon
1034,Western,West Bengal,Sundarbans,Case PLC Wildlife Sanctuary,Wildlife Sanctuary,1334,1.7,3.9,50,Yes,Sunday,Religious,No,4.08,Afternoon
1035,Western,Tamil Nadu,Ooty,"Preston, Moore and Williams Wildlife Sanctuary",Wildlife Sanctuary,1619,4.7,4.0,20,No,Sunday,Historical,No,4.03,Morning
1036,Central,Uttar Pradesh,Lucknow,Daniels-Rios Temple,Temple,1620,2.2,3.9,20,No,Saturday,Architectural,No,0.92,Morning
1037,Northern,Kerala,Kochi,Freeman-Johnson Museum,Museum,1842,3.9,3.9,20,No,Saturday,Religious,Yes,1.69,Afternoon
1038,Western,Rajasthan,Jodhpur,Hernandez PLC Palace,Palace,1518,4.0,4.1,10,Yes,Wednesday,Architectural,Yes,3.78,Evening
1039,Central,Maharashtra,Mumbai,Burke LLC Palace,Palace,1475,4.0,4.8,10,No,Monday,Religious,No,4.92,Evening
1040,Western,Karnataka,Bengaluru,"Owens, Reynolds and Tapia Temple",Temple,1390,5.6,4.9,10,No,Wednesday,Natural,Yes,4.3,Morning
1041,North-East,Kerala,Munnar,Friedman Group Beach,Beach,1954,5.8,4.3,100,Yes,Saturday,Historical,No,4.11,Morning
1042,Eastern,Uttar Pradesh,Lucknow,Holmes Inc Palace,Palace,1954,2.3,4.9,50,Yes,Sunday,Scientific,No,2.76,Afternoon
1043,Western,Himachal Pradesh,Dharamshala,"Dean, Marshall and Buchanan Temple",Temple,1353,2.9,3.9,0,No,Friday,Architectural,Yes,2.78,Morning
1044,Northern,Tamil Nadu,Chennai,Jackson-Benton Hill Station,Hill Station,1298,1.2,4.5,20,Yes,Friday,Scientific,Yes,1.13,Afternoon
1045,Southern,Himachal Pradesh,Manali,Murphy-Mcdowell Hill Station,Hill Station,1708,1.2,3.6,10,Yes,Sunday,Scientific,No,4.04,Afternoon
1046,Eastern,Himachal Pradesh,Dharamshala,Bradshaw-Brown Temple,Temple,1641,5.2,3.6,20,No,Friday,Architectural,Yes,1.38,Evening
1047,North-East,Himachal Pradesh,Dharamshala,"Contreras, Calderon and Collins Lake",Lake,1786,3.5,4.7,100,No,Monday,Scientific,No,2.88,Morning
1048,Western,Himachal Pradesh,Manali,Garcia-Gonzalez Hill Station,Hill Station,1307,4.3,4.9,50,No,Saturday,Religious,No,0.69,Afternoon
1049,Northern,Maharashtra,Pune,Fisher Ltd Fort,Fort,1375,2.3,4.1,0,No,Saturday,Historical,Yes,3.26,Evening
1050,Eastern,Karnataka,Bengaluru,Nichols-May Museum,Museum,1723,1.9,4.5,100,No,Monday,Architectural,No,0.73,Evening
1051,Central,Tamil Nadu,Chennai,"Potter, Long and King Beach",Beach,1845,2.1,4.2,0,Yes,Sunday,Religious,No,0.98,Evening
1052,Western,Rajasthan,Jaipur,Peterson Ltd Museum,Museum,1869,3.2,3.7,0,No,Sunday,Historical,Yes,1.18,Morning
1053,Eastern,Kerala,Kochi,"Mcneil, Moran and Miles Hill Station",Hill Station,1387,4.9,3.6,50,No,Friday,Natural,Yes,4.32,Morning
1054,North-East,Assam,Tezpur,Hernandez Ltd Beach,Beach,1669,2.2,4.5,10,Yes,Tuesday,Historical,No,0.63,Afternoon
1055,Eastern,Uttar Pradesh,Lucknow,"Warner, Munoz and Estrada Fort",Fort,1476,5.8,4.2,0,No,Wednesday,Cultural,No,2.52,Evening
1056,Eastern,Assam,Guwahati,Pollard-Ramos Wildlife Sanctuary,Wildlife Sanctuary,1809,1.3,4.2,200,Yes,Thursday,Religious,No,4.73,Evening
1057,Northern,Karnataka,Bengaluru,Tate-Miller Museum,Museum,1999,3.6,4.2,100,No,None,Religious,Yes,2.49,Morning
1058,Central,Assam,Guwahati,Williams Group Temple,Temple,1329,1.1,3.7,20,No,Sunday,Architectural,Yes,0.47,Morning
1059,Eastern,Himachal Pradesh,Manali,"Russell, Pena and Davis Lake",Lake,1693,4.4,4.7,200,No,Saturday,Natural,Yes,1.4,Afternoon
1060,Northern,Tamil Nadu,Ooty,Johnson Inc Temple,Temple,1446,1.8,4.9,100,Yes,Sunday,Religious,No,0.41,Morning
1061,Northern,Karnataka,Mysore,"Bell, Ruiz and Allen Fort",Fort,1837,1.1,4.7,100,Yes,Tuesday,Scientific,Yes,1.01,Afternoon
1062,Western,Kerala,Munnar,Leach-Harris Beach,Beach,1968,3.0,4.6,20,Yes,None,Scientific,Yes,1.77,Afternoon
1063,North-East,Himachal Pradesh,Manali,"Klein, Patton and Bishop Lake",Lake,1715,2.1,4.7,20,Yes,Saturday,Religious,Yes,2.33,Afternoon
1064,Western,Kerala,Munnar,"Carroll, Atkins and Woodard Museum",Museum,1471,5.1,3.8,0,No,Wednesday,Scientific,No,0.22,Morning
1065,Central,Goa,Panaji,Jenkins LLC Wildlife Sanctuary,Wildlife Sanctuary,1635,1.9,4.3,10,No,Thursday,Religious,No,4.58,Evening
1066,North-East,West Bengal,Kolkata,Johnson-Nguyen Wildlife Sanctuary,Wildlife Sanctuary,1405,5.0,4.8,10,No,Sunday,Cultural,Yes,0.32,Afternoon
1067,Southern,Karnataka,Hampi,"Hall, Collins and White Lake",Lake,1338,3.0,4.5,50,No,Tuesday,Scientific,No,2.51,Evening
1068,Western,Rajasthan,Udaipur,Walker-Singleton Wildlife Sanctuary,Wildlife Sanctuary,1672,5.6,5.0,200,Yes,Sunday,Architectural,Yes,3.24,Evening
1069,Northern,Maharashtra,Mumbai,Gilbert Ltd Palace,Palace,1761,1.2,3.9,0,No,Tuesday,Scientific,Yes,0.93,Morning
1070,Eastern,Karnataka,Mysore,"Ward, Benson and Wright Museum",Museum,1717,5.8,4.6,50,Yes,Saturday,Religious,No,2.9,Evening
1071,Central,Goa,Vasco,Yates and Sons Wildlife Sanctuary,Wildlife Sanctuary,1451,5.6,4.9,0,Yes,Thursday,Natural,No,2.37,Afternoon
1072,North-East,Goa,Vasco,Anthony-Williams Palace,Palace,1225,5.5,3.5,10,Yes,Friday,Scientific,Yes,4.72,Evening
1073,Eastern,West Bengal,Kolkata,"Miller, Stephens and Martin Fort",Fort,1742,2.3,4.5,50,No,Sunday,Architectural,No,3.61,Morning
1074,Northern,Rajasthan,Jaipur,"Esparza, Smith and Phelps Wildlife Sanctuary",Wildlife Sanctuary,1506,5.7,4.0,0,No,Monday,Architectural,Yes,4.91,Evening
1075,Southern,Assam,Kaziranga,Dalton PLC Museum,Museum,1805,2.3,4.6,10,No,Tuesday,Architectural,Yes,1.08,Morning
1076,Central,Himachal Pradesh,Dharamshala,"Hebert, Jones and Green Temple",Temple,1930,3.9,4.2,50,No,Thursday,Cultural,No,2.49,Morning
1077,Southern,Goa,Margao,"Murray, Stone and Payne Fort",Fort,1565,4.7,3.6,200,Yes,Sunday,Architectural,Yes,1.22,Afternoon
1078,Western,Tamil Nadu,Ooty,"Guerrero, Hernandez and Lara Wildlife Sanctuary",Wildlife Sanctuary,1596,3.1,4.7,50,Yes,Monday,Natural,No,3.15,Afternoon
1079,Southern,Kerala,Thiruvananthapuram,Dawson LLC Lake,Lake,1869,1.6,4.6,0,No,Monday,Religious,No,2.8,Morning
1080,North-East,Assam,Tezpur,Robinson Inc Palace,Palace,1571,4.4,4.2,50,No,Tuesday,Religious,Yes,3.54,Evening
1081,Western,Maharashtra,Nagpur,Harris-Green Palace,Palace,1706,1.1,4.9,50,No,Friday,Natural,No,1.6,Evening
1082,Central,Uttar Pradesh,Lucknow,Vaughan LLC Hill Station,Hill Station,1659,3.9,4.0,200,No,Tuesday,Religious,Yes,1.39,Afternoon
1083,Northern,Assam,Tezpur,Nelson and Sons Beach,Beach,1544,4.9,4.7,100,Yes,Friday,Cultural,Yes,1.52,Afternoon
1084,Western,Rajasthan,Udaipur,Oliver Group Museum,Museum,1984,1.9,4.5,0,No,Tuesday,Religious,No,3.52,Afternoon
1085,Southern,Maharashtra,Nagpur,Flowers and Sons Fort,Fort,1680,2.1,4.6,50,Yes,Tuesday,Religious,No,2.91,Afternoon
1086,North-East,Karnataka,Bengaluru,Bray and Sons Wildlife Sanctuary,Wildlife Sanctuary,1904,4.7,4.6,200,No,Friday,Religious,Yes,1.62,Evening
1087,Western,Maharashtra,Pune,Bryant-Hartman Beach,Beach,1954,4.4,4.2,10,No,Thursday,Natural,Yes,0.52,Evening
1088,Western,Kerala,Thiruvananthapuram,"White, Reynolds and Taylor Museum",Museum,1873,1.6,4.2,10,Yes,Saturday,Architectural,Yes,2.79,Evening
1089,Southern,Tamil Nadu,Madurai,Davis Ltd Palace,Palace,1417,2.7,3.5,20,No,Saturday,Historical,No,1.97,Evening
1090,Eastern,Rajasthan,Jodhpur,"Roberson, Mata and Williams Wildlife Sanctuary",Wildlife Sanctuary,1221,5.1,4.1,100,No,Thursday,Religious,No,4.74,Afternoon
1091,Eastern,Rajasthan,Jodhpur,Lowe-Cantu Museum,Museum,1684,5.2,4.3,100,Yes,Monday,Religious,No,0.17,Morning
1092,Eastern,Goa,Margao,Barnett Ltd Hill Station,Hill Station,1800,5.8,4.2,50,No,Wednesday,Religious,No,3.39,Evening
1093,Central,Tamil Nadu,Chennai,"Vasquez, Monroe and Meadows Beach",Beach,1870,2.3,3.5,200,No,Tuesday,Cultural,Yes,1.36,Morning
1094,Northern,Tamil Nadu,Chennai,"Lang, Robertson and Wallace Fort",Fort,1992,4.3,4.5,200,Yes,Monday,Scientific,No,1.48,Afternoon
1095,Western,Tamil Nadu,Chennai,Melton Group Beach,Beach,1903,4.9,5.0,200,No,Sunday,Historical,Yes,4.74,Afternoon
1096,Central,West Bengal,Kolkata,Patton-Mendez Hill Station,Hill Station,1400,5.1,4.3,20,Yes,Monday,Natural,Yes,4.67,Evening
1097,Central,Kerala,Munnar,Ray Inc Palace,Palace,1541,2.7,4.7,100,No,None,Cultural,No,3.93,Morning
1098,North-East,Maharashtra,Pune,Pittman Group Lake,Lake,1874,4.6,4.8,20,No,Tuesday,Natural,No,0.25,Evening
1099,Central,West Bengal,Kolkata,Sexton-Ward Wildlife Sanctuary,Wildlife Sanctuary,1296,3.8,3.7,0,Yes,Sunday,Architectural,Yes,2.65,Morning
1100,Northern,Rajasthan,Jodhpur,Wilson-Farley Hill Station,Hill Station,1474,1.6,4.0,100,No,Thursday,Natural,Yes,4.5,Afternoon
1101,Northern,Rajasthan,Udaipur,"Roberts, Fowler and Washington Lake",Lake,1457,2.9,3.5,10,No,Tuesday,Religious,Yes,4.66,Evening
1102,Central,Karnataka,Mysore,Watson PLC Lake,Lake,1886,3.2,4.8,200,Yes,Thursday,Natural,Yes,3.66,Morning
1103,North-East,Kerala,Munnar,Parker-Leonard Temple,Temple,1308,4.8,3.9,20,Yes,Friday,Natural,Yes,3.28,Evening
1104,North-East,Himachal Pradesh,Dharamshala,"Schwartz, Russell and Diaz Temple",Temple,1505,3.4,4.4,0,Yes,Saturday,Cultural,No,2.82,Afternoon
1105,Central,Assam,Guwahati,Wiley LLC Beach,Beach,1895,3.3,4.5,20,No,Thursday,Historical,Yes,1.22,Afternoon
1106,Eastern,West Bengal,Darjeeling,Jordan LLC Hill Station,Hill Station,1867,4.7,4.1,0,Yes,Wednesday,Historical,No,2.25,Evening
1107,Central,Maharashtra,Pune,Lane-Jones Lake,Lake,1584,2.0,3.5,200,No,Thursday,Religious,Yes,2.78,Evening
1108,Central,Karnataka,Bengaluru,Nguyen-Stout Hill Station,Hill Station,1426,1.4,3.5,20,Yes,Monday,Cultural,No,4.99,Morning
1109,Northern,Tamil Nadu,Chennai,Edwards-Mccormick Palace,Palace,1377,4.1,3.6,10,No,Monday,Natural,Yes,4.07,Morning
1110,Eastern,Assam,Tezpur,Hernandez-Wiggins Beach,Beach,1356,2.7,3.7,20,No,Thursday,Religious,Yes,4.78,Evening
1111,Eastern,Uttar Pradesh,Lucknow,Allen Inc Lake,Lake,1839,2.4,4.5,100,Yes,Sunday,Scientific,No,2.32,Evening
1112,Central,Rajasthan,Jaipur,Potter Group Palace,Palace,1682,1.9,3.9,0,Yes,Friday,Scientific,Yes,1.5,Evening
1113,North-East,Tamil Nadu,Ooty,"Smith, Pearson and Frank Palace",Palace,1562,5.4,4.8,200,Yes,Monday,Natural,No,0.1,Morning
1114,Eastern,Rajasthan,Jaipur,"Vaughn, Mcdaniel and Hunt Palace",Palace,1255,1.7,4.9,0,No,Monday,Scientific,Yes,3.16,Afternoon
1115,Southern,West Bengal,Darjeeling,Garcia-Barrett Fort,Fort,1745,3.9,4.7,100,Yes,Thursday,Religious,Yes,4.12,Afternoon
1116,Eastern,Kerala,Munnar,Webb Ltd Wildlife Sanctuary,Wildlife Sanctuary,1584,5.7,3.8,50,No,Wednesday,Historical,No,4.24,Evening
1117,Eastern,Karnataka,Mysore,Duncan PLC Wildlife Sanctuary,Wildlife Sanctuary,1617,1.2,4.0,100,No,Saturday,Architectural,No,2.53,Morning
1118,Southern,Karnataka,Bengaluru,Harrell PLC Temple,Temple,1935,3.9,4.8,10,No,Tuesday,Cultural,No,2.46,Evening
1119,Northern,Maharashtra,Mumbai,"Evans, Barker and Flores Wildlife Sanctuary",Wildlife Sanctuary,1202,3.1,3.8,100,Yes,Tuesday,Cultural,No,2.54,Morning
1120,Western,Himachal Pradesh,Shimla,Lopez and Sons Beach,Beach,1403,1.6,3.7,200,No,Wednesday,Religious,No,0.2,Morning
1121,Western,Maharashtra,Pune,Mcintyre Group Wildlife Sanctuary,Wildlife Sanctuary,1876,5.9,3.8,50,No,Wednesday,Historical,Yes,4.52,Afternoon
1122,Eastern,Maharashtra,Pune,Lee-Hicks Temple,Temple,1576,3.0,3.5,20,Yes,None,Architectural,No,3.38,Afternoon
1123,Northern,Goa,Panaji,Lopez-Marquez Beach,Beach,1238,1.6,4.6,100,Yes,Tuesday,Historical,No,0.89,Evening
1124,Northern,Himachal Pradesh,Manali,Shaffer Inc Hill Station,Hill Station,1959,1.4,3.6,200,Yes,Friday,Historical,Yes,3.47,Afternoon
1125,Central,Goa,Vasco,"Kirk, Rodriguez and Jones Beach",Beach,1599,5.1,3.8,10,Yes,Monday,Historical,No,4.13,Evening
1126,Northern,Kerala,Kochi,"Martin, Johnson and Webster Palace",Palace,1675,5.3,4.2,100,Yes,Sunday,Natural,No,2.73,Evening
1127,Central,Kerala,Munnar,Smith-Ruiz Temple,Temple,2016,5.1,4.2,10,Yes,Sunday,Natural,Yes,0.54,Evening
1128,Western,Maharashtra,Mumbai,Johnson LLC Fort,Fort,1752,5.9,3.7,10,No,Saturday,Religious,No,3.58,Afternoon
1129,Eastern,Goa,Margao,Castro-Herrera Museum,Museum,1456,5.0,3.6,20,No,Wednesday,Architectural,No,4.42,Morning
1130,Eastern,Assam,Tezpur,Chambers-Wheeler Beach,Beach,1940,5.2,4.3,50,No,None,Natural,Yes,2.68,Evening
1131,Southern,Maharashtra,Mumbai,Hudson PLC Palace,Palace,1513,2.0,3.8,20,No,Thursday,Religious,Yes,1.62,Morning
1132,Southern,Assam,Kaziranga,Martin-Maddox Fort,Fort,1633,5.0,4.0,10,Yes,Friday,Architectural,No,2.35,Morning
